No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
168,"G06F9/32,320@J",0,メモリアクセス；メモリフェッチ，例．分岐先命令をメモリからフェッチする手法,"分岐先の命令を、メモリからフェッチする手法に特徴のある文献。 　G06F9/32,320以下に展開されている他のＦＩは、主に分岐先のアドレス計算やアドレス生成に注目しているのに対し、ここのＦＩは分岐先のアドレスへのアクセス手法に注目している。",-,5B033
169,"G06F9/32,320@K",1,複数メモリモジュール構成；メモリ空間拡張，例．メモリバンク間の分岐,バンクメモリ間の分岐に関する文献。,-,5B033
170,"G06F9/32,320@Z",0,その他,-,-,5B033
171,"G06F9/32,330",5,ループ処理,-,"G06F9/38,330@E G06F9/32,386サブルーチンをループ処理",5B033
172,"G06F9/32,330@A",0,ループ処理一般,ループ処理に関する一般的な文献が集められている。,-,5B033
173,"G06F9/32,330@B",0,単一命令繰返し処理，例．プログラムカウンタのインクリメントを抑止するもの,１つの命令を、複数回実行するもの。プログラムカウンタのインクリメントを抑止する手法を用いているものが多い。,-,5B033
174,"G06F9/32,330@C",0,ループ用命令バッファ,ループを構成する命令を、毎回主記憶からフェッチしてくるのは時間がかかるので、ループの１回目のｉｔｅｒａｔｉｏｎで主記憶からフェッチしてきた命令列をバッファ（キャッシュ）に保持しておき、ループの２回目以降のｉｔｅｒａｔｉｏｎでは、バッファ（キャッシュ）から命令列をフェッチして高速化を図るもの。,"G06F9/38,330@Eが優先",5B033
175,"G06F9/32,330@D",0,多重ループ処理,入れ子になったループを処理するもの。ループカウンタやループ先頭アドレスを保持しているレジスタの内容をスタックに格納しておき、内側のループが終了すると、スタックから外側のループのループカウントや先頭アドレスをポップして復旧するものが多い。,-,5B033
176,"G06F9/32,330@Z",0,その他,-,-,5B033
177,"G06F9/32,340",5,命令をスキップするための命令,-,-,5B033
178,"G06F9/32,340@A",0,縦積命令，例．最初の特定命令のみを実行して後続の特定命令は実行しない処理を分岐命令を用いることなく行うもの,縦積（たてづみ）命令と定義されている特定命令が連続してプログラム記述されているときに、最初の特定命令のみを実行し、続く特定命令は実行しない処理を分岐命令を用いることなく行うもの。,-,5B033
179,"G06F9/32,340@B",0,スキップ命令,条件判定を行って、条件が成立すると、次の命令を実行せずにとばす処理を、分岐命令を用いずに行う命令,-,5B033
180,"G06F9/32,340@Z",0,その他,-,-,5B033
181,"G06F9/32,350",4,可変長命令；不定長命令；可変長オペランド指定子,-,-,5B033
182,"G06F9/32,350@A",0,可変長命令,命令語の長さが固定長ではなく、命令の種類によって命令語の長さが異なる（１バイト命令、２バイト命令、等々）ような命令セットを有していて、こうした可変長の命令を、命令メモリからフェッチしてくる手法（プログラムカウンタの増分値の制御等）に関する文献を収集する。,-,5B033
183,"G06F9/32,350@B",0,可変長オペランド指定子，例．命令語のオペランド指定子フィールドが可変長になっているもの,可変長命令語であって、命令語内のオペランド指定子フィールド（オペランド・ディスクリプタ）が可変長になっているもの。 　従来はオペレーションコードの種別によって、オペランド指定子フィールドで利用できるアドレス方式が制限されていたのに対し、直交形式といって、オペレーションコードの内容とオペランド指定子で使用するアドレス方式との組み合わせが独立（制限無しになるような形式を採用することで、オペランド指定子の長さが可変長になったものなどがある。,-,5B033
184,"G06F9/32,350@Z",0,その他,-,-,5B033
185,"G06F9/32,360",4,シーケンスコントローラ,自動制御の分野におけるいわゆるシーケンス制御を実行するために、汎用ＣＰＵによって、シーケンスコントロールを行うもの。プログラマブルコントローラと称する場合もある。,G05B19/05,5B033
186,"G06F9/32,360@A",0,シーケンスコントローラ一般,-,G05B19/04,5B033
187,"G06F9/32,360@B",0,実行順序制御；条件判定分岐,-,-,5B033
188,"G06F9/32,360@C",0,演算処理,-,-,5B033
189,"G06F9/32,360@Z",0,その他,-,-,5B033
190,"G06F9/32,380",4,メモリから命令をフェッチする際の誤動作対策,メモリから命令をフェッチしてくる際の誤動作を防止する技術に関する文献を収集。,命令をフェッチする技術ではなく、一般的なメモリの誤動作防止に関する技術は、G06F12/16,5B033
191,"G06F9/32,381",4,サブプログラムジャンプのアドレスまたはリターンアドレスの指定アドレス,-,-,5B033
192,"G06F9/32,382",5,ジャンプアドレシング,-,-,5B033
193,"G06F9/32,382@A",0,ジャンプアドレシング一般,"サブルーチンの飛び先アドレスを決定したり、飛び先アドレスの命令をフェッチしてくる技術に関する文献であって、G06F9/32,382@Bが付与され得ないような文献を収集する。",-,5B033
194,"G06F9/32,382@B",0,ジャンプアドレシング複数選択生成,サブルーチンの飛び先アドレスを複数あるうちから選択するもの（例えばテーブルにサブルーチンの飛び先が複数登録されているようなもの）,-,5B033
195,"G06F9/32,382@Z",0,その他,-,-,5B033
196,"G06F9/32,383",5,リターンアドレシング,-,-,5B033
197,"G06F9/32,383@A",0,リターンアドレシング一般,リターンアドレスに関する一般的な技術,"G06F9/32,384@Aサブルーリンスタック",5B033
198,"G06F9/32,383@B",0,リターンアドレス複数選択生成,リターンアドレスを複数のうちから選択するもの。 　テーブルを用いるものや、スタックからポップされたリターンアドレスを条件に応じて修飾するようなものがある。,-,5B033
199,"G06F9/32,383@Z",0,その他,-,-,5B033
200,"G06F9/32,384",6,サブルーチンスタック,-,-,5B033
201,"G06F9/32,384@A",0,サブルーチンスタック一般,サブルーチンの戻りアドレスや、サブルーチンコール直前の汎用レジスタの内容をスタックに退避しておく技術。 　スタック内にフレームを形成するものもあり。,"割り込みやマルチタスクのスタックは、G06F9/48,350@B",5B033
202,"G06F9/32,384@B",0,階層構成；仮想スタック,キャッシュの手法をスタックに適用したもの。 　例えば、高速だが記憶容量の少ないスタックと、低速だが記憶容量の大きいスタックとを設けておき、まず、高速のスタックを使用し、高速スタックが一杯になったら、高速スタックの内容を低速スタックへロールアウト（転送）して高速スタックに空きを作り、ひきつづき高速スタックを使用するもの。,-,5B033
203,"G06F9/32,384@C",0,サブルーチンスタックにおけるスタックエラー,スタックのオーバーフロー（スタックが一杯で空いた記憶領域がスタック内に無くなった状態）や、アンダーフロー（スタックが空っぽで１つもデータが記憶されていないのにスタックからデータをポップしようとした）を検出する技術が多い。 　この他、スタックに格納されているのが、リターンアドレスであるのか、汎用レジスタの内容をセーブしたデータであるのかを識別したフラグをそれぞれのスタックエントリに設けておき、サブルーチンコール時にスタックに退避された汎用レジスタの内容を、リターン時に誤ってプログラムカウンタにセットすることを防ぐものもある。,"オーバーフロー、アンダーフローは、G06F9/34,340@Cにもあり。",5B033
204,"G06F9/32,384@R",0,レジスタブロック退避；レジスタ多重切換，例．レジスタウィンドウ，レジスタバンク切換,ＲＩＳＣで採用されている「レジスタウィンドウ」に関する技術。 　あるいは、「レジスタバンク切り換え」などと呼んでいる文献もある。,"割り込みやタスク切り換え時にレジスタウインドウを切り換えるものは、G06F9/48,350",5B033
205,"G06F9/32,384@Z",0,その他,-,-,5B033
206,"G06F9/32,385",5,メインルーチンの一部をサブルーチンとすることにより他のルーチンからコールされうるようにしたもの,-,-,5B033
207,"G06F9/32,386",5,サブルーチンをループ実行するもの,-,-,5B033
208,"G06F9/32,387",5,サブプログラムジャンプのアドレスまたはリターンアドレスの指定における誤動作対策,-,-,5B033
209,"G06F9/32,388",5,その他,-,-,5B033
210,"G06F9/32,390",4,その他,-,-,5B033
211,G06F9/34,3,命令オペランドまたは演算結果のアドレシングまたはアクセシング［２０１８．０１］,-,-,5B033
212,"G06F9/34,320",4,可変長オペランド,-,-,5B033
213,"G06F9/34,320@A",0,可変長オペランド一般,オペランドとしてメモリからフェッチ（または、メモリへストア）されるデータの長さが可変長、不定長であるもの。,G06F12/04,5B033
214,"G06F9/34,320@B",0,バウンダリ制御；アラインメント，例．メモリの２ワードにまたがるオペランドをアクセスするためにデータのシフトまたはマージを行うもの,メモリの２ワードにまたがるオペランドをアクセスするために、データのシフト、マージを行うもの。,G06F12/04,5B033
215,"G06F9/34,320@C",0,バイト処理；ワード処理，例．４バイトのワードをメモリから読み出しそのうちの１バイトを得るもの,例えば１ワード４バイトのメモリをバイト単位のアドレス（バイトアドレス）で読み出ししようとした場合に、バイトアドレスの上位ビットをワードアドレスとしてメモリから１ワードを読み、読み出された１ワード（４バイト）のデータのうちの１バイトを、さきのバイトアドレスの下位ビットで選択して所望の１バイトを読み出すような技術。,G06F12/04,5B033
216,"G06F9/34,320@Z",0,その他,-,-,5B033
217,"G06F9/34,330",4,レジスタアクセス,"主に、オペランドとして汎用レジスタにアクセスする技術。 　汎用レジスタのほかにも、「制御レジスタ」も含む。 　フラグレジスタ（コンディションコードレジスタ）の判定は、G06F9/30,340@Bや、G06F9/32,320@Fの方が優先。","RISCで採用されているレジスタウインドウは、G06F9/42,330@Rや、G06F9/46,313と関連している。 演算に用いるレジスタ一般は、G06F7/00@R ロード命令やストア命令でレジスタにアクセスする技術は、G06F9/30,350@B",5B033
218,"G06F9/34,340",4,スタック（サブルーチンスタックＧ０６Ｆ９／３２，３８４）,-,"G06F9/42,330 G06F9/46,313@B G11C7/00,319",5B033
219,"G06F9/34,340@A",0,スタック一般,演算用のオペランドをスタックに格納する技術。,"サブルーチン用のスタックは、G06F9/42,330 割り込み用のスタックは、G06F9/46,313 スタックマシンは、G06F9/44,501@A",5B033
220,"G06F9/34,340@B",1,階層構成；仮想スタック,キャッシュの手法をオペランドスタックに適用したもの。 例えば、高速だが記憶容量の少ないスタックと、低速だが記憶容量の大きいスタックとを設けを使用し、高速スタックが一杯になったら、高速スタックの内容を低速スタックへロールアウト（転送）して高速スタックに空きを作り、ひきつづき高速スタックを使用するもの。,"G06F9/42,330@B",5B033
221,"G06F9/34,340@C",0,スタックエラー，例．オーバーフローまたはアンダーフロー,オペランドスタックのオーバーフロー（スタックが一杯で空いた記憶領域がスタック内に無くなった状態）や、アンダーフロー（スタックが空っぽで１つもデータが記憶されていない のにスタックからデータをポップしようとした）を検出する技術が多い。,"G06F9/42,330@C",5B033
222,"G06F9/34,340@Z",0,その他,-,-,5B033
223,"G06F9/34,350",4,メモリアクセス,メモリからオペランドをフェッチする技術。,G06F12/02-12/12,5B033
224,"G06F9/34,350@A",0,メモリアクセス一般,メモリからオペランドをフェッチしてくる技術の一般的なもの。,G06F12/02-12/12,5B033
225,"G06F9/34,350@B",1,複数メモリモジュール構成，例．バンクインタリーブまたはバンク切換（インデクスアドレシングによるアドレス空間の拡張Ｇ０６Ｆ９／３５５，３３０）,ハーバードアーキテクチャ（命令メモリとデータメモリを別個に設けたもの）、データメモリをインターリーブしたもの、データメモリをバンク切り換えするもの。,G06F12/02-12/12,5B033
226,"G06F9/34,350@Z",0,その他,-,-,5B033
227,"G06F9/34,380",4,オペランドフェッチまたはオペランドストアの際の誤動作対策,オペランドフェッチ、ストアの誤動作に関するもの。,メモリアクセスの誤動作防止に関する一般的な分類は、G06F12/16である。 記憶保護はG06F12/14,5B033
228,"G06F9/34,390",4,その他,命令オペランドのアクセスについて、上記分類に当てはまらないもの。例えば、レジスタ、スタック、メモリ以外をアクセスするもの、複合的なもの。,-,5B033
229,G06F9/345,4,多重のオペランドまたは演算結果に対するもの［２０１８．０１］,-,-,5B033
230,G06F9/345@A,0,複数のオペランドまたは複数の結果におけるもの一般,-,-,5B033
231,G06F9/345@S,0,ストライドまたは間隔を用いるもの,-,-,5B033
232,G06F9/345@Z,0,その他,-,-,5B033
233,G06F9/35,4,間接アドレシング［２０１８．０１］,間接アドレス方式を用いてオペランドをフェッチする手法。,"G06F12/02,560@D",5B033
234,G06F9/355,4,インデクスアドレシング［２０１８．０１］,-,-,5B033
235,"G06F9/355,310",5,アドレス修飾一般,アドレス変換テーブルを用いてアドレス変換するものなど。,-,5B033
236,"G06F9/355,320",6,アドレス修飾，例．インデクス，ベース，ページ，相対，付加またはロケーション,インデクス修飾、ベースレジスタ修飾など。,-,5B033
237,"G06F9/355,330",7,アドレス拡張，例．アドレスビット拡張またはメモリ空間拡張切替（メモリモジュールＧ０６Ｆ１２／０６）,-,-,5B033
238,"G06F9/355,330@A",0,アドレス拡張一般,指定可能なアドレス空間を、アドレス修飾・変換手段によって拡張したもの。,-,5B033
239,"G06F9/355,330@B",0,アドレスビット拡張，例．セグメントレジスタ,アドレスを表現するアドレスビット数を拡張することにより、アドレス空間を拡張するもの。セグメントレジスタ、リロケーションレジスタなど。,-,5B033
240,"G06F9/355,330@C",0,同一アドレス空間メモリ選択，例．同一アドレス空間を重複して割り当てておきバンク切換を行うもの,拡張されたメモリモジュール又はメモリ空間に対し同一アドレス空間を重複して割り付けておき、指定のものを選択するもの（バンク切り換えなど）,-,5B033
241,"G06F9/355,330@Z",0,その他,-,-,5B033
242,"G06F9/355,380",5,アドレス修飾に関する誤動作対策,アドレス修飾に関する誤動作防止。,-,5B033
243,"G06F9/355,390",5,その他,-,-,5B033
244,G06F9/38,3,命令の同時実行，例．パイプライン，ルック・アヘッド［２０１８．０１］,"G06F9/38は、プログラム命令をパイプライン処理する装置を扱っている。つまり、「命令フェッチ」、「デコード」、「アドレス計算」、「演算」、「メモリアクセス」及び「ライトバック」等の処理を行うパイプライン処理である。特に、データ、制御等のハザードによるパイプライン処理の乱れを解決する技術が多い。 　また、G06F9/38は、複数の演算器を並列に並べたもの（スーパースカラ、ＶＬＩＷ等）G06F9/38,370を扱っており、プロセッサに補助的なプロセッサ（例えば、コプロセッサ）を付加したプロセッサG06F9/38,370@Cも扱っている。 　なお、単なる演算パイプラインには付与しない。 【キーワード】 先行制御、命令パイプライン処理、命令バッファ、分岐予測、ハザード、衝突、コンフリクト、インターロック、アウトオブオーダー、リオーダバッファ、スコアボード、リザベーションステーション、リネーム、リネーミング、スーパースカラ、ＶＬＩＷ、フェッチ、スーパーパイプライン、ＲＩＳＣ、ストアバッファ、コプロセッサ",G06F15/78　マイクロコンピュータ G06T1/20　画像処理装置のアーキテクチャ G06F15/16　G06F15/80　複数のプロセッサ,5B013
245,"G06F9/38,310",4,先行制御，例．命令先取，パイプライン投入順序制御（ベクトル処理Ｇ０６Ｆ１７／１６）,命令による操作内容を逐次処理される複数のステージに分割した命令パイプラインを用いて処理する方式に関するもの。,-,5B013
246,"G06F9/38,310@A",0,命令先取；オペランド先取；バッファ,命令の先取り、オペランドの先取りに関するもの。 命令の先取りの構成に特徴のあるものは、（プリ）フェッチの方法、バッファの利用手順、キャッシュメモリの利用手順に特徴があるものである。 オペランドの先取りに関する技術には、値予測（値再利用）に関する技術を含む。 【キーワード】 プリフェッチ、命令バッファ、オペランドバッファ、命令キュー、オペランドキュー、キャッシュメモリ、命令キャッシュ、データキャッシュ,"G06F12/08　階層記憶 G06F12/08,561　キャッシュ操作命令 G06F12/08,573　キャッシュアクセスのパイプライン処理",5B013
247,"G06F9/38,310@B",1,アドレス計算,先取りすべき命令又はオペランドのアドレスの計算及び生成方式に関するもの。 【キーワード】 アドレス計算,G06F9/32命令アドレス G06F9/34オペランドアクセス,5B013
248,"G06F9/38,310@E",0,タイミング制御；ステージ進行移行制御,命令パイプライン処理における各ステージの同期、待合せ、クロックの制御等の処理フローのタイミング制御に関するもの。 【キーワード】 クロック、同期、可変段数、ステージ数可変,"G06F1/04クロック G06F9/30,330 命令パイプライン処理でない技術のタイミング制御",5B013
249,"G06F9/38,310@F",0,パイプライン投入順序変更制御，例．後行命令が先行命令より先に投入されるもの，アウトオブオーダまたはリオーダバッファ,プログラムの記述順に指定される命令の実行順序によらず、待ちが生じた命令よりも後続の命令、若しくは実行可能な後続の命令を先にパイプラインに投入することで、演算処理を効率的に実行する制御方式に関するもの。 【キーワード】 アウトオブオーダー、リオーダバッファ,-,5B013
250,"G06F9/38,310@G",0,ベクトル命令をパイプライン方式や並列処理方式で実行するもの（ベクトル処理Ｇ０６Ｆ１７／１６が優先）,複数エレメントデータ、アレイデータを処理するベクトル命令を、パイプライン処理方式や並列処理方式で実行するもの。,G06F17/16　ベクトル処理,5B013
251,"G06F9/38,310@H",0,命令長またはオペランド長が可変であるもの，例．可変長であることに伴うアドレス計算，フェッチまたは切り出し,命令長、オペランド長が固定的ではない。すなわち可変長であることによって生じるアドレス計算、フェッチ、切出しの制御に関するもの。 【キーワード】 可変長、命令長、オペランド長,"G06F9/32,350　可変長命令 G06F9/34,320　可変長オペランド",5B013
252,"G06F9/38,310@J",0,演算装置を縦列に重ねてパイプライン態様に用いるもの,命令パイプラインの実行ステージにおいて、演算装置が並列でなく、縦列に連なっているもの。（演算装置をパイプライン型に縦列に連ねてデータ処理を行っているものであっても、命令パイプライン処理装置でなければ当然含まれない。）,"G06F17/10,G06F17/16,G06F7/00,G06F15/80",5B013
253,"G06F9/38,310@X",0,先行制御一般，例．各パイプラインステージに制御メモリを配置,"先行制御に関するもので、G06F9/38,310@A～310@Jに付与すべき所がない一般的な技術に付与する。",-,5B013
254,"G06F9/38,310@Y",1,その他参考；雑件,"命令の先行制御に関するもので、G06F9/38,310@A～310@Xに付与すべき所がない場合に付与する。",-,5B013
255,"G06F9/38,310@Z",0,その他，例．応用分野において命令の先行制御の技術が使用されているもの,応用分野の中に命令の先行制御の技術が使用されているものについて付与する。,-,5B013
256,"G06F9/38,330",4,分岐制御，例．分岐先命令先取，分岐予測，ループ処理,先行制御対象の一連の命令中に、分岐命令等の命令の順次的シーケンスを変更する命令が含まれている場合の制御方式に関するもの。,"G06F9/32,320分岐命令処理 G06F9/42サブルーチン、サブプログラム",5B013
257,"G06F9/38,330@A",0,分岐予測,条件分岐命令のように、分岐するか否か又は分岐方向が命令の実行の結果によって決定されるような場合に、命令の実行結果を得る以前にその結果又は分岐方向を予測する方式に関するもの。,-,5B013
258,"G06F9/38,330@B",1,分岐ヒストリ，例．過去の実行結果を反映するテーブル，ブランチヒストリテーブルまたはブランチターゲットテーブル,条件分岐命令の過去の実行結果による分岐方向、分岐先アドレス、分岐先命令等をヒストリ（履歴）として記憶させておき、それに基づいて今回の分岐方向を予測決定するもの。,-,5B013
259,"G06F9/38,330@C",1,予測する分岐方向を固定的に設定するもの，例．命令中に分岐予測フラグを有するもの，外部において予測する分岐方向を固定的に設定するもの,いずれの方向に分岐予測するかを指定するフラグを命令中、又は外部において固定的に設定する手段を有するもの。,-,5B013
260,"G06F9/38,330@D",1,早期判定，例．条件コード，計数分岐,条件分岐命令等の正規の実行判定結果を待たずに、分岐方向に関する判定結果を得る（予測する）もの。 【キーワード】 コンディションコード、計数分岐,-,5B013
261,"G06F9/38,330@E",0,ループ処理，例．ループに伴う分岐予測判定方式,ある処理を繰り返し行う場合、一連の命令列の命令バッファへの格納、読出方式や分岐判定方式に関するもの。,"G06F9/32,330ループ処理",5B013
262,"G06F9/38,330@F",0,分岐先命令先取，例．分岐先命令バッファ，分岐先アドレス計算または分岐先命令早期検出,分岐先命令を先取りしておくことで分岐が成立した場合の処理効率を上げる制御方式に関するもの。 【キーワード】 分岐先命令バッファ、分岐先アドレス計算、分岐先命令早期検出,-,5B013
263,"G06F9/38,330@G",1,先取抑止,分岐先（ターゲット）命令又は非分岐先（カレント）命令の先取りが不必要と判明したような場合、又は先取り処理が現在の演算処理のような他の処理と競合する場合にその先取りを抑止する制御方式に関するもの。,-,5B013
264,"G06F9/38,330@J",0,条件分岐,条件分岐命令の処理に関し、分岐判定や条件分岐命令以降に実行する命令の選択制御に関するもの。 【キーワード】 分岐判定,-,5B013
265,"G06F9/38,330@K",1,見込み実行，キャンセル処理,条件分岐命令の処理においていずれか一方の方向を仮定して以降の処理を進行させ、条件分岐命令の演算、判定結果によっては上記処理を無効化、キャンセルして処理をやり直す制御方式に関するもの。,-,5B013
266,"G06F9/38,330@L",0,特殊命令の検出に伴う既に先取りしていた命令の無効化及び命令の再読出，例．ＥＸＥＣＵＴＥ命令，逐次化命令またはロードＰＳＷ命令,ＥＸＣＵＴＥ命令、逐次化命令、ロードＰＳＷ命令のように、当該命令の実行においてそれまでの命令先取りを無効にして改めて新規な命令を取り出し、処理を行う場合の制御方式に関するもの。,-,5B013
267,"G06F9/38,330@X",0,分岐制御一般,分岐制御に関するもので、330A～330Lに付与すべきものがない一般的な技術に付与する。,-,5B013
268,"G06F9/38,330@Y",1,その他参考；雑件,分岐制御に関するもので、330A～330Xに付与すべきものがない場合に付与する。,-,5B013
269,"G06F9/38,330@Z",0,その他,応用分野などに付与する。,-,5B013
270,"G06F9/38,350",4,ストア制御；フェッチストアコンフリクト，例．ＯＳＣ，ＩＳＣまたはＰＳＣ,先行制御の一連の命令中にストア命令等のデータを書替、変更する命令が含まれている場合の制御方式に関するもの。,"G06F12/00,560ロード／ストア制御",5B013
271,"G06F9/38,350@A",0,フェッチストアコンフリクト，例．優先制御，待合せまたは無効化,命令（オペランド）バッファ中の命令（オペランド）のアドレス、又は読み出し中の命令（オペランド）アドレスとストアアドレスがコンフリクト、すなわち一致している場合にはストア処理により変更されることから書替前後のデータの順序保証、整合性を維持するためにコンフリクトの検出ならびに待合せ、無効化、修正、バイパス等の何らかの対策を施す制御方式に関するもの。 分岐アドレスコンフリクトも含める。,-,5B013
272,"G06F9/38,350@B",1,内容一致制御，例．先取内容置換，バイパスやフォワーディングによりデータの受渡しを図るものまたはレジスタリネーミング,先取りした後続命令の内容が、先行命令（ストア命令）によって書替変更される場合に、無効化、再フェッチの制御を改めて行うことなく先取りバッファ中の当該内容を、直接書替変更したり、先行命令による処理内容を後続の命令の処理に直接受渡し又は、置換して内容を一致させる制御方式に関するもの。 【キーワード】 バイパス、リネーミング、リネーム,-,5B013
273,"G06F9/38,350@X",0,ストア制御一般，例．Ｒ／Ｗ並列処理またはおいてきぼり制御,ストア制御を命令の先行制御によって行う制御方式に関するもの。,-,5B013
274,"G06F9/38,350@Y",1,その他参考；雑件,ストア処理関連において、350@A-Xに当てはまらないもの。,-,5B013
275,"G06F9/38,350@Z",0,その他，例．応用分野において分岐制御を用いるもの,応用分野に付与。,-,5B013
276,"G06F9/38,370",4,並列処理，例．複数処理機構または付加処理機構（マルチプロセッサＧ０６Ｆ１５／１６）,命令ストリームについて、各命令語又は１命令語に含まれる演算同士の並列性又は従属性を解析し、並列的に実行可能な命令、演算等について、空いている複数の処理機構（ＡＬＵ等）を用いて同時並列的（空間的並列）に演算処理を行う制御方式に関するもの。 　命令単位での並列性を用いる技術に付与し、プログラム単位やプロセッサ単位での並列性を用いるものには付与しない。,G06F15/16，G06F15/80マルチプロセッサ G06F9/46マルチプログラム,5B013
277,"G06F9/38,370@A",0,同種の複数処理機構またはＡＬＵ,同一機能を有する複数の処理機構を並列処理の基本構成とするもの。,-,5B013
278,"G06F9/38,370@B",0,異種の複数処理機構またはＡＬＵ，例．ＶＬＩＷを実現するための複数スロット,機能の異なる複数の処理機構を並列処理の基本構成とするもの。,-,5B013
279,"G06F9/38,370@C",1,付加処理機構；コプロセッサ，例．浮動小数点演算用のもの，アクセラレータ,主処理機構に対して、特殊演算用等の処理機構を付加するもの。例えば、コプロセッサへ発行する命令の同時実行に発明の特徴があるもの。 【キーワード】 コプロセッサ,-,5B013
280,"G06F9/38,370@X",0,並列処理一般,同種/異種、対等/主従など各処理機構の関係が明確でないものに付与する。,-,5B013
281,"G06F9/38,370@Y",1,その他参考；雑件,並列処理において、370@A-Xに含まれないもの。,-,5B013
282,"G06F9/38,370@Z",0,その他，例．応用分野において並列処理を行うもの,応用分野について付与する。,-,5B013
283,"G06F9/38,380",4,誤動作対策,割込みやエラーの発生によって先行制御が中断される場合の処理や、先行制御におけるデバック、テスト、モニタ等の制御方式に関するもの。,-,5B013
284,"G06F9/38,380@A",0,割込中断処理；再試行,割込みやエラーの発生によって先行制御が中断された場合の制御方式、又は中断時にパイプライン処理中の各命令の処理ステージに対してどのような処理終了をとり実行を完了すべき命令や処理を停止するアドレスについての制御方式、もしくは再開アドレスの設定や再会すべき命令の取出の制御方式に関するもの。 【キーワード】 再実行、リトライ,G06F9/46割込み,5B013
285,"G06F9/38,380@B",1,例外処理，例．アドレス例外，プロテクションまたは中断処理時点制御,データのオーバーフロー、パリティエラー等の演算例外や、記憶保護チェック（プロテクション）、アドレスオーバー、アドレス変換例外等のアドレス例外の発生に対する先行制御における対応、制御方式。,-,5B013
286,"G06F9/38,380@C",0,デバッグ；モニタ；トレース；テスト，例．アドレス一致によるデバッグ,先行制御における誤動作を検証し、それを是正するための処理に関するもの。 【キーワード】 ブレーク、テスト、モニタ、トレース、監視,G06F11/22　試験、テスト G06F11/28　デバッグ、プログラムテスト G06F11/30　監視 G06F11/32　表示 G06F11/34　動作状態記録,5B013
287,"G06F9/38,380@X",0,誤動作対策一般,"誤動作対策について,380A～Cに付与すべきものがない一般的な技術に付与。",G06F11/00,5B013
288,"G06F9/38,380@Y",1,その他参考；雑件,"誤動作対策について,380A～Xに付与すべきものがない場合に付与。",-,5B013
289,"G06F9/38,380@Z",0,その他，例．応用分野において命令の同時実行に関わる誤動作対策を行うもの,応用分野に付与。,-,5B013
290,"G06F9/38,390",4,その他,命令の先行制御において、310-380に属さないもの。,-,5B013
291,G06F9/44,2,特定のプログラムを実行するための装置［２０１８．０１］,本分類は、特定のプログラムを実行するための装置のうち、下位の分類に当てはまらないものに付与する。,ソフトウェアエンジニアリングのための装置G06F8/00,5B376
292,G06F9/4401,3,ブートストラップ（そのためのセキュリティ装置Ｇ０６Ｆ２１／５７）［２０１８．０１］,コンピュータシステムの電源を投入してからＯＳを起動して利用可能な状態になるまで自動的に実行される処理に関する。 【キーワード】 ＢＩＯＳ、ブートローダ,"セキュアブートG06F21/57,350 インストールG06F8/61",5B376
293,G06F9/445,3,プログラムのローディングまたは起動（ブートストラップＧ０６Ｆ９／４４０１；プログラムのローディングまたは起動のためのセキュリティ装置Ｇ０６Ｆ２１／５７）［２０１８．０１］,プロセッサによる直接実行ができない場所に位置する記憶装置からプロセッサによる直接実行が可能な場所にプログラムコードを転送することや、プロセッサによる直接実行が可能となったプログラムの実行を開始させることに関する。また、不要となったプログラムをアンロードして終了させることも含む。,"ブートストラップG06F9/4401 セキュアブートG06F21/57,350 インストールG06F8/61 アップデートG06F8/65",5B376
294,"G06F9/445,120",4,ダイナミックローディング；ロード時または以降のリンク編集,実行を開始する前に最初からプログラム全体をロードするのではなく、そのプログラムコードが必要になったときに初めてロードするものに関する。 【キーワード】 ダイナミックロード、ダイナミックリンク、ＤＬＬ,ロード時より前のリンク編集G06F8/54,5B376
295,"G06F9/445,130",4,プログラムの選択,ロード又は起動されるプログラムを選択する技術を含む。,-,5B376
296,"G06F9/445,150",4,プログラム実行のためのメモリ管理,実行されるプログラムコードの主記憶上での配置を管理するものに関する。 【キーワード】 アロケーション、リロケーション,-,5B376
297,G06F9/448,3,実行パラダイム，例．プログラミングパラダイムの実装［２０１８．０１］,コンピュータプログラムを実行させるための特定のパラダイムに関するもの。,プログラミングパラダイムG06F8/30,5B107
298,"G06F9/448,100",4,手続き型；サブプログラムの実行,手続き型プログラムの実行、すなわち、一又は複数の手続き（サブルーチン）からなるプログラムの実行に関する。,-,5B107
299,"G06F9/448,120",4,オブジェクト指向,オブジェクト指向プログラムの実行に関する。 【キーワード】 継承、永続性、メソッド呼び出し、メソッド解決,-,5B107
300,G06F9/451,3,ユーザインタフェースのための実行装置［２０１８．０１］,ユーザインタフェースを実現するためにコンピュータ内部で動作するソフトウェア（オペレーティングシステムなど）の具体的な機能に関する。 【キーワード】 ＧＵＩフレームワーク、デスクトップ仮想化、多言語対応,例えばスクロールやドラッグ＆ドロップやメニューのようなＧＵＩによる対話G06F3/048 ディスプレイ装置へのデジタル出力G06F3/14 ユーザインタフェースのためのソースコードの開発と生成G06F8/38,5B376
