No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
309,"G01N33/543,555@H",0,測定試料の前処理に特徴,-,-,2G045
310,"G01N33/543,555@J",0,干渉防止，非特異的結合防止（担体に対する処理を含む場合はＧ０１Ｎ３３／５４３，５６５Ｗも付与；反応媒体に特別な物質が存在する場合はＧ０１Ｎ３３／５４３，５５５Ｍも付与）,-,G01N33/543，565@W,2G045
311,"G01N33/543,555@K",0,試薬保存に工夫,-,-,2G045
312,"G01N33/543,555@L",0,補正，対象等のとりかたに特徴,-,-,2G045
313,"G01N33/543,555@S",0,酵素自体，基質に特徴,-,-,2G045
314,"G01N33/543,555@T",0,複数の酵素使用,-,-,2G045
315,"G01N33/543,555@Z",0,その他,-,-,2G045
316,"G01N33/543,561",8,担体の形状または形態に特徴のあるもの,-,-,2G045
317,"G01N33/543,565",8,担体の処理または性質に特徴のあるもの,-,-,2G045
318,"G01N33/543,565@W",0,担体の処理に特徴（コーティングに関係するものはＧ０１Ｎ３３／５４３，５６５Ｕ参照）,-,G01N33/543，565@U,2G045
319,"G01N33/543,565@C",0,担体の性質に特徴，例．粒径の大きさまたはマトリクス構造（形状または形態はＧ０１Ｎ３３／５４３，５２１，Ｇ０１Ｎ３３／５４３，５６１が優先；材質に特徴のあるものはＧ０１Ｎ３３／５４４～Ｇ０１Ｎ３３／５５６が優先）,-,G01N33/543，561,2G045
320,"G01N33/543,565@U",0,担体の表面に工夫があるもの（処理も含まれるものはＧ０１Ｎ３３／５４３，５６５Ｗも付与）,-,G01N33/543，565@W,2G045
321,"G01N33/543,565@E",0,固相－抗体または抗原，抗体または抗原－標識の結合間に介在する物質が存在するもの（Ｇ０１Ｎ３３／５４７が優先）,-,G01N33/547架橋剤により担体に結合した抗原または抗体によるもの,2G045
322,"G01N33/543,565@G",0,固相試薬製造に特徴（固相以外はＧ０１Ｎ３３／５３１が優先；製造の際，担体の処理，コーティングに特徴のあるものはＧ０１Ｎ３３／５４３，５６５Ｗ，Ｇ０１Ｎ３３／５４３，５６５Ｕも付与）,-,G01N33/531,2G045
323,"G01N33/543,565@Z",0,その他,-,-,2G045
324,"G01N33/543,571",8,担体の取扱い，自動分析,-,-,2G045
325,"G01N33/543,575",7,蛍光標識，化学ルミネッセンス標識,-,-,2G045
326,"G01N33/543,581",5,凝集反応によるもの,-,-,2G045
327,"G01N33/543,581@A",0,反応形式一般,-,-,2G045
328,"G01N33/543,581@B",0,反応条件に特徴のあるもの，例．温度，ｐＨまたは反応時間,-,-,2G045
329,"G01N33/543,581@D",0,試薬自身，試薬の組合わせに特徴，例．複数種の試薬の担体への吸着または複数の径の粒子使用,-,-,2G045
330,"G01N33/543,581@F",0,凝集粒子の反応後処理に特徴があるもの，例．凝集後捕集,-,-,2G045
331,"G01N33/543,581@H",0,測定試料の前処理に特徴,-,-,2G045
332,"G01N33/543,581@J",0,干渉防止，非特異的結合防止（担体に対する処理を含む場合はＧ０１Ｎ３３／５４３，５８１＠Ｗも付与；反応媒体に特別な物質が存在する場合はＧ０１Ｎ３３／５４３，５８３も付与）,-,G01N33/543，581@W,2G045
333,"G01N33/543,581@K",0,試薬保存に特徴,-,-,2G045
334,"G01N33/543,581@L",0,補正，対象等の使用に特徴,-,-,2G045
335,"G01N33/543,581@V",0,プロゾーン防止,-,-,2G045
336,"G01N33/543,581@W",0,担体の処理に特徴（コーティングに関係するものはＧ０１Ｎ３３／５４３，５８１Ｕも付与）,-,-,2G045
337,"G01N33/543,581@C",0,担体の性質に特徴，例．粒径，比重または電荷（材質に特徴があるものはＧ０１Ｎ３３／５４４～Ｇ０１Ｎ３３／５５６が優先）,-,G01N33/544～G01N33/556,2G045
338,"G01N33/543,581@U",1,担体の表面に工夫があるもの（処理も含まれるものはＧ０１Ｎ３３／５４３，５８１＠Ｗも付与）,-,G01N33/543，581@W,2G045
339,"G01N33/543,581@E",0,固相－抗体または抗原の結合間に介在する物質が存在するもの（Ｇ０１Ｎ３３／５４７が優先）,-,G01N33/547架橋剤により担体に結合した抗原または抗体によるもの,2G045
340,"G01N33/543,581@G",0,凝集試薬製造に特徴（製造の際，担体の処理，コーティングに特徴のあるものはＧ０１Ｎ３３／５４３，５８１＠Ｗ，Ｇ０１Ｎ３３／５４３，５８１＠Ｕも付与）,-,-,2G045
341,"G01N33/543,581@Z",0,その他,凝集反応用容器または装置,-,2G045
342,"G01N33/543,583",6,凝集反応用媒体に特徴を有するもの,-,-,2G045
343,"G01N33/543,585",6,沈降状態をみるもの,-,-,2G045
344,"G01N33/543,587",6,懸濁状態をみるもの,-,G01N33/557動力学的測定、すなわち。抗原－抗体相互作用の進行速度、を用いるもの,2G045
345,"G01N33/543,591",5,担体が多重構造のもの,-,-,2G045
346,"G01N33/543,593",5,担体表面の特性の変化を利用するもの,-,G01N27/30，357免疫電極,2G045
347,"G01N33/543,595",6,担体表面の光学的特性の変化を利用するもの,-,-,2G045
348,"G01N33/543,597",5,フローシステムを使用する分析,-,-,2G045
349,G01N33/544,5,担体が有機物であるもの［２００６．０１］,-,-,2G045
350,G01N33/544@A,0,リポソーム,-,-,2G045
351,G01N33/544@B,0,マイクロカプセル,-,-,2G045
352,G01N33/544@Z,0,その他,蛋白質担体（ゼラチン等）,-,2G045
353,G01N33/545,6,合成樹脂［２００６．０１］,担体の材質に特徴のあるもの。,-,2G045
354,G01N33/545@A,0,標識物質を含むもの,-,-,2G045
355,G01N33/545@B,0,凝集反応によるもの,-,-,2G045
356,G01N33/545@Z,0,その他,-,-,2G045
357,G01N33/546,7,水性懸濁粒子として［２００６．０１］,-,-,2G045
358,G01N33/547,7,架橋剤により担体に結合した抗原または抗体によるもの［２００６．０１］,-,-,2G045
359,G01N33/548,6,炭水化物，例．デキストラン［２００６．０１］,-,-,2G045
360,G01N33/548@A,0,標識物質を含むもの,-,-,2G045
361,G01N33/548@B,0,凝集反応によるもの,-,-,2G045
362,G01N33/548@Z,0,その他,-,-,2G045
363,G01N33/549,6,担体内に包括された抗原または抗体によるもの［２００６．０１］,-,-,2G045
364,G01N33/551,5,担体が無機物であるもの［２００６．０１］,-,-,2G045
365,G01N33/552,6,ガラスまたはシリカ［２００６．０１］,-,-,2G045
366,G01N33/553,6,金属または金属被覆［２００６．０１］,-,-,2G045
367,G01N33/554,5,担体が生物学的細胞または細胞細片，例．細菌，酵母細胞，であるもの［２００６．０１］,-,-,2G045
368,G01N33/555,6,赤血球［２００６．０１］,-,-,2G045
369,G01N33/556,7,固定または安定化された赤血球［２００６．０１］,-,-,2G045
370,G01N33/557,4,動力学的測定，すなわち．抗原―抗体相互作用の進行速度，を用いるもの［２００６．０１］,-,G01N33/536F関連,2G045
371,G01N33/558,4,抗原または抗体の拡散または移動を用いるもの［２００６．０１］,-,-,2G045
372,G01N33/559,5,ゲルを介するもの，例．オウクテルロニー法［２００６．０１］,-,-,2G045
373,G01N33/561,5,免疫電気泳動［２００６．０１］,-,G01N27/26電気泳動一般,2G045
374,G01N33/563,4,抗体フラグメントを含むもの［２００６．０１］,-,-,2G045
375,G01N33/564,4,あらかじめ存在する免疫複合体または自己免疫疾患のためのもの［２００６．０１］,-,-,2G045
376,G01N33/564@A,0,抗核因子,-,-,2G045
377,G01N33/564@B,0,リウマチ因子,-,-,2G045
378,G01N33/564@Z,0,その他のもの,-,-,2G045
379,G01N33/566,4,配位子結合試薬として，特異的キャリアまたは受容体蛋白質を用いるもの［２００６．０１］,-,-,2G045
380,G01N33/567,5,結合試薬として，組識または器官の分離物を利用するもの［２００６．０１］,-,-,2G045
381,G01N33/569,4,微生物，例．原生動物，細菌，ウイルス，のためのもの［２００６．０１］,-,-,2G045
382,G01N33/569@A,0,原生動物，寄生虫，真菌,-,-,2G045
383,G01N33/569@B,0,細菌,-,-,2G045
384,G01N33/569@C,1,溶血連鎖球菌,-,-,2G045
385,G01N33/569@D,1,緑膿菌,-,-,2G045
386,G01N33/569@E,1,ブドウ球菌,-,-,2G045
387,G01N33/569@F,1,その他の特定の細菌,-,-,2G045
388,G01N33/569@G,0,ウイルス,-,-,2G045
389,G01N33/569@H,1,レトロウイルス，例．エイズ，馬伝染性貧血ウイルス,-,-,2G045
390,G01N33/569@J,1,ヘルペスウイルス,-,-,2G045
391,G01N33/569@K,1,風疹ウイルス,-,-,2G045
392,G01N33/569@L,1,その他の特定のウイルス,-,-,2G045
393,G01N33/569@Z,0,その他のもの,-,-,2G045
394,G01N33/571,5,性病，例．梅毒，淋疾，疱疹，のためのもの［２００６．０１］,-,-,2G045
395,G01N33/573,4,酵素またはイソ酵素のためのもの［２００６．０１］,-,-,2G045
396,G01N33/573@A,0,酵素,-,-,2G045
397,G01N33/573@B,1,イソ酵素,-,-,2G045
398,G01N33/573@Z,0,その他のもの,-,-,2G045
399,G01N33/575,4,癌のためのもの［２０２６．０１］,-,-,2G045
400,G01N33/575@A,0,癌関連蛋白質,-,-,2G045
401,G01N33/575@E,1,癌胎児性抗原［ＣＥＡ］，α－フェトプロテイン［ＡＦＰ］,-,-,2G045
402,G01N33/575@B,0,糖を含有する癌関連物質,-,-,2G045
403,G01N33/575@C,0,癌ウイルス,-,-,2G045
404,G01N33/575@D,0,癌細胞,-,-,2G045
405,G01N33/575@Z,0,その他のもの,-,-,2G045
406,G01N33/57505,5,血液の癌，例．白血病［２０２６．０１］,-,-,2G045
407,G01N33/5751,5,皮膚の癌，例．黒色腫［２０２６．０１］,-,-,2G045
408,G01N33/57515,5,乳房の癌［２０２６．０１］,-,-,2G045
409,G01N33/5752,5,肺の癌［２０２６．０１］,-,-,2G045
410,G01N33/57525,5,肝臓または膵臓の癌［２０２６．０１］,-,-,2G045
411,G01N33/5753,5,胃または小腸の癌［２０２６．０１］,-,-,2G045
412,G01N33/57535,5,大腸（例．結腸，　直腸または　肛門）の癌［２０２６．０１］,-,-,2G045
413,G01N33/5754,5,腎尿路系（例．腎臓または尿管）の癌［２０２６．０１］,-,-,2G045
414,G01N33/57545,5,卵巣の癌［２０２６．０１］,-,-,2G045
415,G01N33/5755,5,子宮頸部、子宮体部または子宮内膜の癌［２０２６．０１］,-,-,2G045
416,G01N33/57555,5,前立腺の癌［２０２６．０１］,-,-,2G045
417,G01N33/576,4,肝炎のためのもの［２００６．０１］,-,-,2G045
418,G01N33/576@A,0,Ａ型肝炎,-,-,2G045
419,G01N33/576@B,0,Ｂ型肝炎,-,-,2G045
420,G01N33/576@Z,0,その他のもの,-,-,2G045
421,G01N33/577,4,モノクローナル抗体を含むもの［２００６．０１］,-,C12P21/08モノクローナル抗体の製造 C07K16モノクローナル抗体,2G045
422,G01N33/577@A,0,モノクローナル抗体一般,-,-,2G045
423,G01N33/577@B,0,特定のモノクローナル抗体,-,-,2G045
424,G01N33/577@Z,0,その他のもの,-,-,2G045
425,G01N33/579,3,カブトガニ細胞溶解産物を含むもの［２００６．０１］,-,-,2G045
426,G01N33/58,3,標識物質を含むもの（Ｇ０１Ｎ３３／５３が優先）［２００６．０１］,-,A61K49生体内試験 G01N33/53免疫分析,2G045
427,G01N33/58@A,0,核酸に関するもの,-,-,2G045
428,G01N33/58@Z,0,その他のもの,-,-,2G045
429,G01N33/60,4,放射性標識物質を含むもの［２００６．０１］,-,G01T1/29放射線測定 G21H5/02トレーサー,2G045
430,G01N33/60@A,0,オートラジオグラフイに関するもの,-,-,2G045
431,G01N33/60@Z,0,その他のもの,-,-,2G045
432,G01N33/62,3,尿素を含むもの［２００６．０１］,-,-,2G045
433,G01N33/62@A,0,酵素を含むもの,-,C12Q酵素を用いる分析一般,2G045
434,G01N33/62@Z,0,その他のもの,-,-,2G045
435,G01N33/64,3,ケトンを含むもの［２００６．０１］,-,-,2G045
436,G01N33/66,3,血糖，例．ガラクトース，を含むもの［２００６．０１］,-,-,2G045
437,G01N33/66@A,0,血糖を含むもの,-,-,2G045
438,G01N33/66@B,0,試薬等化学的なもの,-,-,2G045
439,G01N33/66@C,1,酵素を含むもの,-,Ｃ１２Ｑ酵素を用いる分析一般,2G045
440,G01N33/66@D,0,装置，プロセス,-,-,2G045
441,G01N33/66@Z,0,その他のもの,-,-,2G045
442,G01N33/68,3,蛋白質またはペプチドまたはアミノ酸を含むもの［２００６．０１］,-,-,2G045
443,G01N33/70,3,クレアチンまたはクレアチニンを含むもの［２００６．０１］,-,-,2G045
444,G01N33/72,3,血色素，例．ヘモグロビン，ビリルビン，を含むもの［２００６．０１］,-,-,2G045
445,G01N33/72@A,0,ヘモグロビンを含むもの,-,-,2G045
446,G01N33/72@B,0,ビリルビンを含むもの,-,-,2G045
447,G01N33/72@Z,0,その他のもの,-,-,2G045
448,G01N33/74,3,ホルモンを含むもの［２００６．０１］,-,-,2G045
449,G01N33/76,4,胎盤性腺刺激ホルモン［２００６．０１］,-,-,2G045
450,G01N33/78,4,甲状線ホルモン［２００６．０１］,-,-,2G045
451,G01N33/80,3,血液群または血液型を含むもの［２００６．０１］,-,G01N33/543@H G01N33/53@K,2G045
452,G01N33/82,3,ビタミンを含むもの［２００６．０１］,-,-,2G045
453,G01N33/84,3,無機化合物またはペーハーを含むもの［２００６．０１］,-,-,2G045
454,G01N33/84@A,0,ペーハーに関するもの,-,-,2G045
455,G01N33/84@Z,0,その他のもの,-,-,2G045
456,G01N33/86,3,血液凝固時間を含むもの［２００６．０１］,-,-,2G045
457,G01N33/88,3,プロスタグランディンを含むもの［２００６．０１］,-,-,2G045
458,G01N33/90,3,血液の鉄結合能を含むもの［２００６．０１］,-,-,2G045
459,G01N33/92,3,脂質，例．コレステロール，を含むもの［２００６．０１］,-,-,2G045
460,G01N33/92@A,0,コレステロール,-,-,2G045
461,G01N33/92@B,1,酵素を含むもの,-,-,2G045
462,G01N33/92@C,0,トリグリセリド,-,-,2G045
463,G01N33/92@Z,0,その他のもの,-,-,2G045
464,G01N33/94,3,麻酔剤を含むもの［２００６．０１］,-,-,2G045
465,G01N33/96,3,血液または血清の対照標準を含むもの［２００６．０１］,-,G01N33/50@F,2G045
466,G01N33/98,3,アルコール，例．呼気中のエタノール，を含むもの［２００６．０１］,-,-,2G045
