No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
148,"G06F3/038,330",6,ジョイスティック,ジョイスティックにおける制御。ジョイパッドも含む。 操作部の傾斜を検出するものであれば、操作部の外観がスティック状でなくても付与することがある。,"ジョイスティックの構造G06F3/0338 可変抵抗器H01C10/20,104 機械制御用G05G9/047 ゲーム用コントローラA63F13/20 スイッチH01H25/04@C",5B087
149,"G06F3/038,340",6,回転ボールを用いるもの,ポインティングデバイスのうち、検出のために回転ボールなどを用いるものにおける制御。マウス、トラックボールなどにおける制御。 　机などの平面上で操作されるマウス一般に関する技術であれば、回転ボール方式でなくとも付与することができる。,"マウス・トラックボールの構造G06F3/0354,441",5B087
150,"G06F3/038,350",6,カーソル処理のためのもの,"ポインティングデバイスのうち、カーソル処理に特徴があるもの。 入力装置に依存してカーソル処理を行うもの（例．ポインティングデバイスの内部回路によってカーソル移動信号を増幅するもの、特定のポインティングデバイスと関連が深いカーソル処理技術）に本分類を付与する。一方、入力装置に依存しないカーソル処理はG06F3/0481,120を付与する。 　カーソル用キーについては構造G06F3/0338,412、制御G06F3/038,310@B、キーボードにおけるカーソル制御はG06F3/02,510を付与する。","[5B087] カーソル用キーに関する制御G06F3/038,310@B [5B087] ポインティングデバイスのカーソル処理G06F3/038,350 [5B020] キーボードまたはダイヤルのカーソル制御G06F3/02,510 [5E555] ＧＵＩにおけるカーソル制御G06F3/04812 [5E555] カーソル移動キーG06F3/04892",5B087
151,"G06F3/038,350@D",0,カーソルの動き，例．速度，制御,カーソル処理に関するもののうち、カーソルの動きに特徴があるもの。例．マウスの速度に応じて、変換比を変化させるもの。,"[5B087] カーソル用キーに関する制御G06F3/038,310@B [5B087] ポインティングデバイスのカーソル処理G06F3/038,350 [5B020] キーボードまたはダイヤルのカーソル制御G06F3/02,510 [5E555] ＧＵＩにおけるカーソル制御G06F3/04812 [5E555] カーソル移動キーG06F3/04892",5B087
152,"G06F3/038,350@R",0,カーソル位置における制御,カーソル処理に関するもののうち、カーソルの位置による制御に特徴があるもの。,"[5B087] カーソル用キーに関する制御G06F3/038,310@B [5B087] ポインティングデバイスのカーソル処理G06F3/038,350 [5B020] キーボードまたはダイヤルのカーソル制御G06F3/02,510 [5E555] ＧＵＩにおけるカーソル制御G06F3/04812 [5E555] カーソル移動キーG06F3/04892",5B087
153,"G06F3/038,350@Z",0,その他,カーソル処理に関するもののうち、他の分類に属さないもの。 　例．移動信号を送信する際のデータ形式に関するもの。,-,5B087
154,G06F3/039,4,その付属具，例．マウスパッド［８，２０１３．０１］,"【ＩＰＣタイトル】 Accessories therefor, e.g. mouse pads [2006.01, 2013.01] 　マウスなどのポインティングデバイスの付属具に付与する。マウスパッドのほか、マウス用アームレスト、マウス用アクセサリー（例．カバー、ストラップ）など、マウスと別体の付属具や、マウスに後付けする補助器具に付与する。 　キーボード用アームレスト（パームレスト）はG06F3/02,400を付与する。","キーボード用アームレストG06F3/02,400 計算機付属部の構造〔例．ラック，ケース，書見台等〕G06F1/16,313 コンピュータ用テーブルA47B21/00",5B087
155,G06F3/041,3,変換手段によって特徴付けられたデジタイザー，例．タッチスクリーンまたはタッチパッド用のもの［２００６．０１］,"【ＩＰＣタイトル】 Digitisers, e.g. for touch screens or touch pads, characterised by the transducing means [2006.01] 　平板状の位置検出タブレットなどのデジタイザーに付与する。 　デジタイザーにおける一般的な構造または制御であって、各位置検知手段に共通する一般的観点に特徴があるものは、3/041,400から3/041,662を付与する。 　デジタイザー上に載置して入力を補助するもの（例：クリック感を得るための弾性部材からなるシート）のようなものはここに付与する。","タッチパッドの発明であって、特に検出手段に特徴がある場合は、G06F3/041,602,G06F3/042-G06F3/047を付与し、G0F3/041-G06F3/041,662の技術的特徴がある場合はあわせてそれも付与する。 　ソフトウェアキーボード の発明について、タッチパネル上に表示されたソフトウェアキーボードから入力するのみで、位置の検知や判定に技術的特徴がない場合は、G06F3/041-G06F3/041,662を付与せず、G06F3/04886 (5E555)と（もしくは）G06F3/023,460(5B020)を付与する。",5B068
156,"G06F3/041,400",4,デジタイザーの構造的細部,"G06F3/041,410-495に展開されていないデジタイザーの構造的細部に特徴があるものは、ここに付与する。",-,5B068
157,"G06F3/041,410",5,表示器とデジタイザーで共有部分があるもの,LCDの共通電極を位置検知に用いるものや、λ／４板上に直接タッチパネル電極を形成するもの、オンセル構造。,-,5B068
158,"G06F3/041,412",6,インセル構造を有するもの,電気的光学素子（液晶、有機EL等）のセル内に位置検知のための電極や素子を設けるもの。,-,5B068
159,"G06F3/041,420",5,検出電極の電極パターン、形状に特徴があるもの,検出電極を上から見たとき、電極パターン、形状に特徴があるもの。 　抵抗膜式のメッシュ電極など。 　位置検知手段が特定されていないか、複数の位置検知手段に適用できるもの。 　位置検知手段が、抵抗(G06F3/045)、電磁(G06F3/046)、ワイヤ(G06F3/047)の各変換手段に限定される場合は、必ずG06F3/045-G06F3/047のいずれかの分類を付与すること。,-,5B068
160,"G06F3/041,422",6,容量性手段によるもの,位置検知手段が容量性手段によるものの場合は、G06F3/044のいずれかを付与すること。,-,5B068
161,"G06F3/041,430",5,引出電極や配線、すなわち、検出電極に接続される電極または配線,-,-,5B068
162,"G06F3/041,440",5,デジタイザーの周辺部のひずみを修正するための構造，例．リニアリティを改善するための電極,デジタイザーの周辺部のひずみを修正するための構造，例．リニアリティを改善するための電極,-,5B068
163,"G06F3/041,450",5,額縁領域、すなわち、検出部の外周を隠すもの，例．加飾部,検出部の外周を隠すこと（もの）に特徴があるもの。,-,5B068
164,"G06F3/041,460",5,指示具が接触する表面，例．保護層、保護フィルム、表面の粗面化,デジタイザーの最表面や保護シートなどに特徴があるもの。 　ペンの書き味を改善するものなど。,-,5B068
165,"G06F3/041,470",5,デジタイザーにおける電気的シールド，例．静電容量型タッチパネルの電気的シールド,-,-,5B068
166,"G06F3/041,480",5,触力覚を能動的に伝える構造を有するもの，例．フォースフィードバック機構,入力確認や誤動作対策のために振動を伝える圧電素子等、触力覚を発生させる構造をタッチパネルに含めたもの。その構造的細部。,"触力覚に関する構造以外の特徴（制御など）は、G06F3/01,560",5B068
167,"G06F3/041,490",5,透過性、反射・屈折率に特徴があるもの，例．骨見え対策のダミー電極、反射率の異なる層を複数設けるもの,透過性を改善するものや屈折率の違う層を複数設けるなど光学的な課題を解決するもの。,-,5B068
168,"G06F3/041,495",5,部材の組成、材料に特徴があるもの,"デジタイザーを構成するいずれかの部分において、特定の組成、材料を用いるもの。 　主に副分類として運用し、デジタイザーの該当部分が特定される場合は、必ずG06F3/041,410-490、G06F3/042-G06F3/047を付与すること。",-,5B068
169,"G06F3/041,500",4,デジタイザーの制御とインターフェイス装置,"G06F3/041,510-595に展開されていない制御やインターフェイス装置に関するものは、ここに付与する。",-,5B068
170,"G06F3/041,510",5,位置検知手段の駆動・走査に特徴があるもの,Ｘ、Ｙ座標の走査範囲を指定、限定するものや間引き走査するもの、駆動信号のタイミング制御など。 　光(G06F3/042)、音波(G06F3/043)、抵抗性(G06F3/045)、電磁(G06F3/046)、ワイヤ(G06F3/047)の各変換手段に限定される場合は、必ずG06F3/042、G06F3/043、G06F3/045-G06F3/047のいずれかの分類を付与すること。,-,5B068
171,"G06F3/041,512",6,容量性手段によるもの,G06F3/044のいずれかが付与されたものであって、電極の駆動・走査に特徴を有するものに付与する。,-,5B068
172,"G06F3/041,520",5,エラー訂正や補正，例．視差、キャリブレーション,-,-,5B068
173,"G06F3/041,522",6,ノイズ除去または低減のための処理,ノイズを除去するための制御に特徴があるもの。,-,5B068
174,"G06F3/041,530",5,検知領域の動的設定，例．拡大・縮小・移動,検知領域を動的に変更するもの。位置検知前に単に検知領域が設定されているものは含まない。  デジタイザーの位置検知や位置検知後の判定の特徴に加えて、出力である表示関連にも技術的特徴がある場合は、必ずG06F3/048～3/04895も付与すること。,-,5B068
175,"G06F3/041,532",6,一部領域の入力を座標変換するもの，例．仮想タッチパッドの座標変換,一部領域の入力情報を座標変換して他の座標系で用いるもの。,-,5B068
176,"G06F3/041,534",6,所定の領域の無効化・入力禁止，例．不感帯の設定、把持した領域の無効,お手つき部分、手のひら部分の入力や、ボタン間の入力を禁止するようなもの。 　所定の領域に全領域は含まない。,-,5B068
177,"G06F3/041,540",5,他の入力装置によりデジタイザーの出力を変換するもの,他の入力装置（例．スイッチ、キーボード）によって、デジタイザーの位置座標情報の出力を止める（無効化する）ものや、位置座標情報を変換するものなど。,-,5B068
178,"G06F3/041,550",5,複数のタッチパネルの制御，例．連結、跨ぐ操作,個々のタッチパネルが平面上で隣接かつ異なる検知領域を検出可能に配置したものにおける、入力制御（各領域間を跨ぐ、個々の領域での操作を統合して１つの操作とするもの）に特徴があるもの。,-,5B068
179,"G06F3/041,560",5,複数種類の指示具を識別するもの，例．指とスタイラス、複数種類のスタイラス,複数種類の指示具（例：指とスタイラス、複数種類のスタイラス）を識別することに特徴があるもの。,-,5B068
180,"G06F3/041,570",5,節電に関するもの,-,-,5B068
181,"G06F3/041,580",5,近接検知，例．エアー、ホバー,デジタイザーの位置検知として近接検知を用いるもの。例えば、タッチなしにＸ，Ｙ座標を検知するものや、タッチなしにＺ座標も検知するもの。,-,5B068
182,"G06F3/041,590",5,マルチタッチ検知、すなわち複数の位置検知をするもの,１つのデジタイザーにおいて、複数のタッチの同時検知に特徴があるもの。近接検知の場合の複数の位置検知も含まれる。,-,5B068
183,"G06F3/041,595",5,軌跡、ジェスチャーの検知に特徴があるもの,デジタイザーによって検出した信号列を演算処理して、デジタイザーの操作入力方向や操作入力速度を求めて入力情報としたり、ジェスチャーの種別（例：フリック、スワイプ等）、軌跡の判断などを行うもの。  検知面に接触した「手の型」を判定して、所定のコマンドを実行するもの。 　軌跡、ジェスチャーを検知した後に、検知した情報で表示したオブジェクトの態様を変更するのみの発明は付与しない。 　デジタイザーの位置検知や位置検知後の判定の特徴に加えて、出力である表示関連にも技術的特徴がある場合は、必ずG06F3/0488-G06F3/04886も付与すること。,-,5B068
184,"G06F3/041,600",4,圧力検知手段を利用するもの,タッチ面の圧力を検知するもの、位置の入力の他に圧力を検知するもの。位置検知手段から独立した圧力検知。 　タッチ面への指示体の接触面積から圧力を推定するものや，タッチ面との離間距離を擬似的な圧力として処理するものなどは含まない。,-,5B068
185,"G06F3/041,602",5,圧力検知手段により位置を特定するもの,圧力センサの信号を解析して接触位置を検知するもの。 　例．圧力分布検知型（３カ所で検知）,-,5B068
186,"G06F3/041,610",4,裏面又は側面に位置検知手段を設けたもの,-,-,5B068
187,"G06F3/041,620",4,異なる位置検知手段を垂直に組み合わせたもの，例．ハイブリッドタッチパネル,異なる２以上の位置検知手段（変換手段）をもつデジタイザーを組み合わせたもの。,-,5B068
188,"G06F3/041,630",4,大型表示装置に用いられるもの，例．電子黒板、大型スクリーン、プロジェクター用のもの,大型ディスプレイに取り付けられたタッチパネルや、スクリーンに投影された対象物（ボタンなど）への指示位置を検知するものなど。,-,5B068
189,"G06F3/041,640",4,可撓性デジタイザー，すなわち、紙のように折り曲げたり丸めたりできるデジタイザー,-,-,5B068
190,"G06F3/041,650",4,タッチ面全体が曲面で形成されたデジタイザー,-,-,5B068
191,"G06F3/041,660",4,製造方法に特徴があるもの,主として製造方法、製造工程の課題を解決するもの。試験・検査方法も含む。,-,5B068
192,"G06F3/041,662",5,デジタイザー周辺の構造、取付，例．防塵、防水のためのシール,デジタイザーの筐体への取付など。,-,5B068
193,G06F3/042,4,光電子手段によるもの［２００６．０１］,【ＩＰＣタイトル】 by opto-electronic means [2006.01],-,5B068
194,G06F3/042@L,0,導光板が位置検出面をなすもの（Ｇ０６Ｆ３／０４２，４１０～４８５を併せて付与する）,導光板を位置検出面として使用して、ペン等から発光した光を導光板内に伝搬させて検出するか、または、導光板内を伝搬する光をペン等により受光するもの。 図図,-,5B068
195,G06F3/042@P,0,光電子手段によるデジタイザーによって位置を検出される器具そのもの，例．発光ペンの構造（Ｇ０６Ｆ３／０４２，４１０～４８５を併せて付与する）,ペンに特徴があるもの。図図,-,5B068
196,G06F3/042@Z,0,その他,-,-,5B068
197,"G06F3/042,410",5,ペン側の受光により位置を検出するもの,"G06F3/042,420-430に含まれない、ペン側の受光により位置を検出するもの。",-,5B068
198,"G06F3/042,420",6,ペン受光・垂直型，すなわち位置検出面に対して垂直な光または傾斜した光をペンが受光するもの（ＣＲＴのラスタスキャンに基づくライトペンＧ０６Ｆ３／０３７）,位置検出面に対して略垂直な向きの光をペンにより受光するもの。,-,5B068
199,"G06F3/042,421",7,コードパターン型，すなわち位置情報と対応する幾何学的な光学パターンを面上に配置するもの，例．ドットパターンによるもの,コードパターンを読み取って位置情報を認識するもの。 コードパターンの形状は、ドット、格子、マーク等問わない。 例：アノト（登録商標）方式。 図図,(5B072) G06K7/00 （記録担体を読取る方法または装置：特定用途のためのもの）,5B068
200,"G06F3/042,422",7,発光素子マトリックス型，すなわち複数の発光素子を面状に配置するもの,複数の発光素子を面状に配置し、ペンにより受光するもの。 発光素子として、ＬＥＤ，液晶等を含む。 図図,-,5B068
201,"G06F3/042,430",6,ペン受光・平行型，すなわち位置検出面に対して平行な光をペンが受光するもの,位置検出面に対して平行な向きの光をペンにより受光するもの。 図図,-,5B068
202,"G06F3/042,460",5,デジタイザー側の受光により位置を検出するもの,"G06F3/042,470-485に含まれない、デジタイザー側の受光により位置を検出するもの。",-,5B068
203,"G06F3/042,470",6,デジタイザー受光・垂直型，すなわち位置検出面に対して垂直な光または傾斜した光をデジタイザーが受光するもの,位置検出面に対して略垂直な向きの光をデジタイザーにより受光するもの。,-,5B068
204,"G06F3/042,471",7,受光素子マトリックス型，すなわち複数の受光素子を面状に配置するもの,位置検出面に複数の受光素子を二次元方向に配置し、照射された光の位置、または、外光が遮光された位置を検出するもの。 図図,-,5B068
205,"G06F3/042,472",8,発光素子または表示素子を受光素子と対応して配置するもの,"液晶内に受光素子を備えるものは、G06F3/041,412を併せて付与する。 図図",-,5B068
206,"G06F3/042,473",7,カメラが位置検出面に対向するもの,"カメラが位置検出面を撮像するもの。 カメラが位置検出面に対して傾斜しているものも含む。 ※本分類は、位置検出面が決まった範囲を持つものに付与する。 位置検出面が決まった範囲を持たない自由空間での検出は、G06F3/0346,422（5B087)を付与する。 図図","(5B087) G06F3/0346,422 (5B057) G06T1/00,315 （三次元物体識別）",5B068
207,"G06F3/042,480",6,デジタイザー受光・平行型，すなわち位置検出面に対して平行な光をデジタイザーが受光するもの,位置検出面に対して平行な向きの光をデジタイザーにより受光するもの。,-,5B068
208,"G06F3/042,481",7,発光検出型，すなわち入力によって生じた発光または反射を，位置検出面に対して平行にデジタイザーが受光することにより検出するもの,"角度以外(G06F3/042,482に含まれないもの)で発光を検出するもの。",-,5B068
209,"G06F3/042,482",8,角度を検出するもの,ペン等からの発光、または、ペン等からの反射による光の反射に基づいて検出した角度を用いて、三角測量等により入力位置を求めるもの。 図図,-,5B068
210,"G06F3/042,483",7,遮光検出型，すなわち入力によって生じた遮光を，位置検出面に対して平行にデジタイザーが受光することにより検出するもの,"G06F3/042,484-485に含まれない、遮光を検出するもの。",-,5B068
211,"G06F3/042,484",8,光が格子状に交差するもの,複数の対になった受光素子、発光素子により位置検出面を形成するもの。 格子の角度は、直角には限定しない。 図図,-,5B068
212,"G06F3/042,485",8,角度を検出するもの,ペン、指等による遮光に基づいて、検出した角度を用いて三角測量等により入力位置を求めるもの。 図図,-,5B068
213,G06F3/043,4,伝播する音波を用いるもの［２００６．０１］,【ＩＰＣタイトル】 using propagating acoustic waves [2006.01],G01B17/00@B：亜音波等の使用による測定装置（2S）,5B068
214,G06F3/044,4,容量性手段によるもの［２００６．０１］,【ＩＰＣタイトル】 by capacitive means [2006.01] 　静電誘導による誘導電圧を検出するものも含む。,"タッチパッド G06F3/0354,453 デジタイザーG06F3/041,410～495 光電子手段によるもの G06F3/042 伝搬する音波を用いるもの G06F3/043 抵抗性要素を用いるもの G06F3/045 電磁的手段によるもの G06F3/046 組になっているワイヤを用いるもの G06F3/047",5B068
215,G06F3/044@A,0,ペンによるタブレツトの電位の変化の検出,タブレットに複数の電極線を配設しその各々に走査パルスを印加して、ペンとの容量結合を利用してタブレットの電位の変化を検出するもの。ペンで位置検出。,"ペン型のポインティングデバイスまたはデジタイザーとともに用いられ位置を検知される器具 G06F3/03,400",5B068
216,G06F3/044@B,0,タブレツトによるペンの電位の変化の検出,電極線が配設されたタブレットと検出電極が設けられたペンとの容量結合を利用しペンの電位の変化を検出するもの。タブレットで位置検出。,"ペン型のポインティングデバイスまたはデジタイザーとともに用いられ位置を検知される器具 G06F3/03,400",5B068
217,G06F3/044@Z,0,その他,-,"ペン型のポインティングデバイスまたはデジタイザーとともに用いられ位置を検知される器具 G06F3/03,400",5B068
218,"G06F3/044,110",5,表面型,パネル隅から入力された駆動電流の変化から位置を定めるもの。 図図,-,5B068
219,"G06F3/044,120",5,投影型,各電極の容量変化を検出するもの。 図図,-,5B068
220,"G06F3/044,122",6,検出電極に金属細線を用いるもの,金属の細線でほぼ見えないぐらいの電極を構成したもの。,-,5B068
221,"G06F3/044,124",6,電極一層,Ｘ電極、Ｙ電極を同一平面に配置し、電極間をブリッジ等で接続するもの。 図図,-,5B068
222,"G06F3/044,125",7,ブリッジ部分に特徴があるもの,-,-,5B068
223,"G06F3/044,126",6,電極二層,Ｘ電極とＹ電極を異なる平面に配置し、交差させるもの。 図図,-,5B068
224,"G06F3/044,127",7,１つの基板の両面に電極を配置するもの,-,-,5B068
225,"G06F3/044,128",7,電極を配置した基板２つを貼り合わせるもの,-,-,5B068
226,"G06F3/044,129",7,１つの基板に電極と絶縁層を順に積層するもの,-,-,5B068
227,"G06F3/044,130",5,電極方向の位置に応じた容量を検出するもの,独立で静電容量変化を検知できるセンサを多数並べ、センサからの変位信号（アナログ）で位置を定めるもの。 図図,-,5B068
228,"G06F3/044,140",5,押圧により電極間の距離が変わることで容量が変化するもの,コンデンサーの容量変化を検出し位置を定めるもの。 図図,-,5B068
229,G06F3/045,4,抵抗性要素を用いるもの，例．１つの連続した面または接触しうるように置かれた２つの平行な面を用いるもの［２００６．０１］,"【ＩＰＣタイトル】 using resistive elements, e.g. a single continuous surface or two parallel surfaces put in contact [2006.01] ＩＴＯ膜、タッチパネル。 ※抵抗膜を使用していても、「容量結合のみ」で入力位置の検出を行うものは、G06F3/044を付与し、当分類は付与しない。","H01B5/14 膜構造(4X) H01B5/14@A 透明電極膜 H01H13/702 メンブレンスイッチ B32B7/025 積層体（電気的または磁気的性質） G02F1/1333@\ 液晶 G09F9/00,366@A 表示スイッチ",5B068
230,G06F3/045@A,0,抵抗線型：一般,複数の抵抗線を平行に並べた基板を、抵抗線が交差するように対向させて、抵抗線が導通することで位置検出を行うもの。 抵抗線の代わりに、抵抗膜を線状にパターン化したものも含まれる。,-,5B068
231,G06F3/045@B,0,抵抗線型：クシ型,抵抗線を櫛形に形成したもの。,-,5B068
232,G06F3/045@C,0,抵抗膜型：一般,一膜型、二膜型に限らない点に特徴を有するものについて、本分類を付与する。 付与例：ニュートンリング対策などの、抵抗膜式特有の課題に対する処理を 行った基板・フィルム、抵抗膜の生成方法に特徴があるもの,-,5B068
233,G06F3/045@D,0,抵抗膜型：１膜型一般〔Ｘ，Ｙが１膜を共用〕,Ｘ及びＹの検出電極が、一枚の膜に配置されたもの。 構造以外に付与（付与例：制御、検出方法など）,-,5B068
234,G06F3/045@E,0,抵抗膜型：１膜型構造,構造に特徴があるもの。,-,5B068
235,G06F3/045@F,0,抵抗膜型：２膜型一般〔Ｘ，Ｙ用の独立の膜〕,Ｘ及びＹの検出電極が、対向する2枚の膜のそれぞれに配置されたもの。 構造以外に付与（付与例：制御、検出方法など）,-,5B068
236,G06F3/045@G,0,抵抗膜型：２膜型構造,構造に特徴があるもの。,-,5B068
237,G06F3/045@H,0,抵抗・容量結合型・位相差検出型,抵抗／容量結合を、検出回路、スイッチ等の工夫によって両方検知可能なもの。 印加する電圧の位相差により位置を検知するもの。（位相差検出型） ※当分類は、G06F3/044も併せて付与する。,-,5B068
238,G06F3/045@Z,0,その他,-,-,5B068
239,G06F3/046,4,電磁的手段によるもの［２００６．０１］,【ＩＰＣタイトル】 by electromagnetic means [2006.01],-,5B068
240,G06F3/046@A,0,交流駆動ペン型：共通,複数のコイルがＸ，Ｙ方向に配設されたタブレットと、ＬＣ回路を有する位置指示器（ペン）で構成され、位置指示器の共振によってタブレットに配設されたコイルに誘導される信号を検出するもの。いわゆる電磁誘導型タブレットも含む。,-,5B068
241,G06F3/046@B,0,交流駆動ペン型：電圧検知型,電磁誘導型タブレットのうち、検出された信号の電圧を検知するもの。,-,5B068
242,G06F3/046@C,0,交流駆動ペン型：位相検知型,電磁誘導型タブレットのうち、検出された信号の位相差を検知するもの。,-,5B068
243,G06F3/046@D,0,交流駆動ペン型：特殊な手段による,-,-,5B068
244,G06F3/046@E,0,磁石ペン型：駆動・センス線型,位置指示器に位置指示用磁気発生器。例えば棒磁石を設け、タブレット（磁性導体）に発生する誘導電圧を検出するもの。,-,5B068
245,G06F3/046@F,0,磁石ペン型：共通，その他,-,-,5B068
246,G06F3/046@G,0,ペン検知型：電圧検知型,電磁誘導型タブレットにおいて、誘導電圧を位置指示器（ペン）で検知するもの。,-,5B068
247,G06F3/046@H,0,ペン検知型：位相検知型,電磁誘導型タブレットにおいて、ペンで検知した信号の位相差を検出するもの。,-,5B068
248,G06F3/046@J,0,ペン検知型：共通，その他,-,-,5B068
249,G06F3/046@P,0,共通事項,-,-,5B068
250,G06F3/046@Q,0,複数の型式の組合せ,-,-,5B068
251,G06F3/046@R,0,ペンの高さ・傾き・端部による誤差の補正,-,-,5B068
252,G06F3/046@Z,0,その他,-,-,5B068
253,G06F3/047,4,組みになっているワイヤを用いるもの，例．交差ワイヤ［２００６．０１］,"【ＩＰＣタイトル】 using sets of wires, e.g. crossed wires [2006.01]",-,5B068
254,G06F3/047@A,0,機械的手段,-,-,5B068
255,G06F3/047@B,0,弾性体によるもの〔センスラインそのものが弾性を有する〕,スペーサーを介した２面の電極膜を押圧することにより接触を検知するもの。,-,5B068
256,G06F3/047@C,0,感圧導電シ－トによるもの〔Ｘ・Ｙセンスライン間に配置〕,-,-,5B068
257,G06F3/047@Z,0,その他,-,-,5B068
258,G06F3/048,2,グラフィカルユーザインタフェース［ＧＵＩ］に基づく相互作用技術［２０１３．０１］,"【ＩＰＣタイトル】 Interaction techniques based on graphical user interfaces [GUIs] [2006.01, 2013.01] １．このグループは，ユーザが表示されたデータと相互作用可能な手段に焦点をあてた主題事項を包含する。特定の機能に関連したデータ処理が可能な特定のソフトウェア・アプリケーションや特定の装置を開示する文脈中で，単に標準的なＧＵＩが存在するだけの場合は，それらのソフトウェアのアプリケーションまたは特定の装置に関連したサブクラスに一般的には分類される。［２０１３．０１］ ２．このグループには，多観点分類が適用される。そのため、このグループの２つ以上のサブグループに包含される観点によって特徴付けられる主題事項で，サーチに有用な情報を表現していると考えられるものは，それらのサブグループのそれぞれに分類する。［２０１３．０１］ 　ＧＵＩに基づく相互作用技術であって、G06F3/0481～G06F3/04895に当てはまらないものは、ここに分類する。 　公開が1994年以前の文献は、一部を除き、G06F3/048が付与され、G06F3/0481～G06F3/04895は付与されていない。当該文献をＦＩで検索する場合は、旧ＦＩ（以下）を使用する。 ・3/048 　610 ・・・手動入力装置におけるユーザーインタフェース 　620 ・・・タブレットにおけるユーザーインタフェース 　630 ・・・マウス等におけるユーザーインタフェース 　650 ・・・表示装置におけるユーザーインタフェース 　651 ・・・・処理と関連するもの  A 一般  B 編集  C フォーマット・画面定義  D 作表・罫線  E プログラム関連  Z その他 　652 ・・・・・システムの状況の表示  A 状態・状況の表示  B 試験・診断  C プロセス・プラントの監視  D モニター  Z その他 　653 ・・・・・ガイダンス・操作の援助のためのもの  A 一般  Z その他 　654 ・・・・・・システム．例．ＯＳとの対話のためのもの  A 対話  B メニュー  C メッセージ［例．メッセージ表示方式］  D 強調表示  Z その他 　655 ・・・・・・・マルチウィンドウ  A 一般  B 画面分割  C マルチ・ジョブ表示  Z その他 　656 ・・・・・表示画面の選択  A 一般  B 仮想論理画面  C 検索  D スクロール  Z その他 　657 ・・・・・・アイコンの選択  A 一般  Z その他 　658 ・・・・・・カーソルパターンの選択  A 一般  B カーソル制御  Z その他",GUIを表示するための内部処理に特徴があるもの：G06F3/14 表示一般：5C182 デジタイザー：G06F3/041 ポインティングデバイス：G06F3/033 ソフトウェアキーボード：G06F3/04886 カーナビ：5H181FF00 G08G1/0962 2F129 G01C21/00 ＣＡＤ：G06F17/50 画像処理一般：G06T1/00,5E555
259,G06F3/0481,3,表示された相互作用オブジェクトの特定の特性，またはメタファベースの環境に基づくもの，例．ウィンドウまたはアイコンのようなデスクトップ要素との相互作用，あるいはカーソルの挙動や外観の変化によって補助されるもの［２０２２．０１］,"【ＩＰＣタイトル】 based on specific properties of the displayed interaction object or a metaphor-based environment, e.g. interaction with desktop elements like windows or icons, or assisted by a cursor's changing behaviour or appearance [2013.01] 　CPCのG06F3/0481に対応。 　メタファや相互作用オブジェクトによって特徴付けられるものであって、G06F3/04812～G06F3/0483に当てはまらないものをここに分類する。 ※ 多観点分類を採用しているため、以下の３つの観点それぞれについて検討し、該当するものを付与する。ただし、必ずしも、３観点全てを付与するものではない点に注意すること。 (1) 表示オブジェクトやメタファによって特徴付けられるもの→G06F3/0481～G06F3/0483 (2) 特定の機能や操作の制御によって特徴付けられるもの→G06F3/0484～G06F3/0486 (3) 入力デバイスの特有の性質を利用することによって特徴付けられるもの→G06F3/0487～G06F3/04895",-,5E555
260,G06F3/04812,4,カーソルの外観または振舞に基づく相互作用技術，例．表示オブジェクトの存在により影響を受けるもの［２０２２．０１］,"【ＩＰＣタイトル】 Interaction techniques based on cursor appearance or behaviour, e.g. being affected by the presence of displayed objects [2022.01] CPCのG06F3/04812に対応。 　改正前のG06F3/0481,120に対応。",-,5E555
261,G06F3/04815,4,立体的に表示されている、メタファに基づく環境または相互作用オブジェクトとの相互作用，例．メタファに基づく環境または相互作用オブジェクトに関するユーザの視点を変えるもの［２０２２．０１］,"【ＩＰＣタイトル】 Interaction with a metaphor-based environment or interaction object displayed as three-dimensional, e.g. changing the user viewpoint with respect to the environment or object [2022.01] CPCのG06F3/04815に対応。 改正前のG06F3/0481,150に対応。",-,5E555
262,G06F3/04817,4,アイコンを用いるもの（アイコン的記号を用いるグラフィカルまたはビジュアルプログラミングＧ０６Ｆ８／３４）［２０２２．０１］,"【ＩＰＣタイトル】 using icons (graphical or visual programming using iconic symbols G06F8/34 ) [2022.01] CPCのG06F3/04817に対応。 改正前のG06F3/0481,170に対応。",-,5E555
263,G06F3/0482,4,選択可能な事項のリストとの相互作用，例．メニュー［２０１３．０１］,"【ＩＰＣタイトル】 interaction with lists of selectable items, e.g. menus [2013.01] 　CPCのG06F3/0482に対応。",-,5E555
264,G06F3/0483,4,ページにより構成された環境との相互作用，例．本のメタファ［２０１３．０１］,"【ＩＰＣタイトル】 interaction with page-structured environments, e.g. book metaphor [2013.01] 　CPCのG06F3/0483に対応。 　タブに関するものも含む。 　特に本を想起させるような電子書籍端末のインタラクション技術を含む。",-,5E555
